0.01,0.369179789
0.02,0.439215878
0.03,0.455686512
0.04,0.460327018
0.05,0.461075628
0.06,0.460286488
0.07,0.458842434
0.08,0.457123619
0.09,0.45530829
0.1,0.453484228
0.11,0.451695437
0.12,0.449963548
0.13,0.448298323
0.14,0.446703092
0.15,0.445177685
0.16,0.443720049
0.17,0.442327158
0.18,0.440995556
0.19,0.439721659
0.2,0.438501899
0.21,0.437332865
0.22,0.436211321
0.23,0.435134237
0.24,0.434098792
0.25,0.433102372
0.26,0.432314905
0.27,0.431561797
0.28,0.430841024
0.29,0.43015067
0.3,0.429488961
0.31,0.428854311
0.32,0.428245186
0.33,0.427660234
0.34,0.427098134
0.35,0.42655774
0.36,0.426037871
0.37,0.425537582
0.38,0.425055841
0.39,0.424591801
0.4,0.424144609
0.41,0.423713467
0.42,0.423297681
0.43,0.42289653
0.44,0.42250941
0.45,0.422135682
0.46,0.421774815
0.47,0.42142626
0.48,0.421089497
0.49,0.42076409
0.5,0.420449555
0.51,0.420145507
0.52,0.419851512
0.53,0.419567229
0.54,0.419292283
0.55,0.419026316
0.56,0.418769044
0.57,0.418520126
0.58,0.418279316
0.59,0.417944469
0.6,0.417617159
0.61,0.417609016
0.62,0.417596742
0.63,0.417591278
0.64,0.417592428
0.65,0.417600001
0.66,0.417613764
0.67,0.417633546
0.68,0.417659167
0.69,0.417690453
0.7,0.417727238
0.71,0.417769382
0.72,0.417816696
0.73,0.417869053
0.74,0.417926311
0.75,0.417988337
0.76,0.418055018
0.77,0.418126195
0.78,0.418201771
0.79,0.418281633
0.8,0.418365651
0.81,0.418453735
0.82,0.418545772
0.83,0.418641686
0.84,0.418741346
0.85,0.418844678
0.86,0.418951593
0.87,0.419062005
0.88,0.419175848
0.89,0.419293008
0.9,0.419413424
0.91,0.422265435
0.92,0.430821469
0.93,0.446368065
0.94,0.464627206
0.95,0.482886347
0.96,0.501145488
0.97,0.519404629
0.98,0.537663769
0.99,0.55592291
1,0.574182051
1.01,0.592441192
