0.01,0.37418355
0.02,0.44421964
0.03,0.460690273
0.04,0.465330779
0.05,0.466079389
0.06,0.46529025
0.07,0.463846195
0.08,0.462127381
0.09,0.460312051
0.1,0.45848799
0.11,0.456699198
0.12,0.454967309
0.13,0.453302084
0.14,0.451706853
0.15,0.450181447
0.16,0.448723811
0.17,0.447330919
0.18,0.445999317
0.19,0.44472542
0.2,0.44350566
0.21,0.442336626
0.22,0.441215082
0.23,0.440137998
0.24,0.439102553
0.25,0.438106134
0.26,0.437318666
0.27,0.436565558
0.28,0.435844786
0.29,0.435154431
0.3,0.434492722
0.31,0.433858072
0.32,0.433248948
0.33,0.432663996
0.34,0.432101895
0.35,0.431561502
0.36,0.431041632
0.37,0.430541343
0.38,0.430059602
0.39,0.429595562
0.4,0.42914837
0.41,0.428717228
0.42,0.428301442
0.43,0.427900291
0.44,0.427513171
0.45,0.427139443
0.46,0.426778577
0.47,0.426430022
0.48,0.426093259
0.49,0.425767851
0.5,0.425453316
0.51,0.425149268
0.52,0.424855274
0.53,0.42457099
0.54,0.424296044
0.55,0.424030077
0.56,0.423772806
0.57,0.423523888
0.58,0.423283077
0.59,0.423050047
0.6,0.422824554
0.61,0.422918229
0.62,0.423007772
0.63,0.423104126
0.64,0.423207093
0.65,0.423316483
0.66,0.423432063
0.67,0.423553663
0.68,0.423681101
0.69,0.423814204
0.7,0.423952806
0.71,0.424096767
0.72,0.424245899
0.73,0.424400073
0.74,0.424559148
0.75,0.424722991
0.76,0.42489149
0.77,0.425064484
0.78,0.425241878
0.79,0.425423557
0.8,0.425609392
0.81,0.425799293
0.82,0.425993147
0.83,0.426190879
0.84,0.426392356
0.85,0.426597506
0.86,0.426806238
0.87,0.427018467
0.88,0.427234127
0.89,0.427453104
0.9,0.427675338
0.91,0.43058353
0.92,0.439308107
0.93,0.455212402
0.94,0.473934127
0.95,0.492655851
0.96,0.511377576
0.97,0.530099301
0.98,0.548821025
0.99,0.56754275
1,0.586264475
1.01,0.604986199
1.02,0.623707924
1.03,0.642429649
1.04,0.661151374
1.05,0.679873098
1.06,0.679331765
1.07,0.678806663
1.08,0.678297134
1.09,0.677882322
1.1,0.677658972
1.11,0.67755163
1.12,0.677539179
1.13,0.67761073
1.14,0.677759353
